event_id,timestamp,db_host,db_user,src_ip,database,query_type,object,rows,bytes,result,raw
mysql-20260706-009412,2026-07-02T00:04:20+08:00,mysql-core-01,report_user,10.20.30.31,crm,select,invoice,926,256502,success,select on crm.invoice
mysql-20260706-027258,2026-07-02T00:04:27+08:00,mysql-core-01,admin.li,10.20.30.11,crm,show,user_profile,4672,1555776,success,show on crm.user_profile
mysql-20260706-012391,2026-07-02T00:04:43+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,invoice,1104,68448,success,update on crm.invoice
mysql-20260706-029692,2026-07-02T00:05:02+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,report_daily,2272,229472,success,select on crm.report_daily
mysql-20260706-010485,2026-07-02T00:05:18+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,select,config,750,15750,success,select on crm.config
mysql-20260706-027516,2026-07-02T00:05:22+08:00,mysql-core-01,crm_rw,10.20.30.11,crm,select,customer,2158,897728,success,select on crm.customer
mysql-20260706-027144,2026-07-02T00:05:36+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,select,user_profile,1341,37548,success,select on crm.user_profile
mysql-20260706-028656,2026-07-02T00:05:53+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,show,config,3489,1224639,success,show on crm.config
mysql-20260706-017031,2026-07-02T00:06:06+08:00,mysql-core-01,admin.li,10.20.10.21,crm,select,orders,2752,1001728,success,select on crm.orders
mysql-20260706-023122,2026-07-02T00:06:13+08:00,mysql-core-01,report_user,10.20.30.11,crm,select,invoice,357,152796,success,select on crm.invoice
mysql-20260706-000074,2026-07-02T00:06:34+08:00,mysql-core-01,report_user,10.20.20.33,crm,select,orders,4744,1669888,success,select on crm.orders
mysql-20260706-032086,2026-07-02T00:06:47+08:00,mysql-core-01,report_user,10.20.20.33,crm,select,report_daily,192,24192,success,select on crm.report_daily
mysql-20260706-001664,2026-07-02T00:07:05+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,user_profile,3640,1448720,success,select on crm.user_profile
mysql-20260706-023853,2026-07-02T00:07:17+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,config,4343,2049896,success,select on crm.config
mysql-20260706-015249,2026-07-02T00:07:27+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,report_daily,2959,233761,success,update on crm.report_daily
mysql-20260706-012668,2026-07-02T00:07:29+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,select,config,826,218064,success,select on crm.config
mysql-20260706-025650,2026-07-02T00:07:38+08:00,mysql-core-01,report_user,10.20.30.31,crm,select,orders,3933,593883,success,select on crm.orders
mysql-20260706-011726,2026-07-02T00:07:44+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,select,user_profile,1385,95565,success,select on crm.user_profile
mysql-20260706-007440,2026-07-02T00:07:48+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,report_daily,1816,868048,success,select on crm.report_daily
mysql-20260706-005407,2026-07-02T00:07:53+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,config,2662,125114,success,select on crm.config
mysql-20260706-023593,2026-07-02T00:08:02+08:00,mysql-core-01,report_user,10.20.30.31,crm,update,orders,216,37584,success,update on crm.orders
mysql-20260706-015943,2026-07-02T00:08:11+08:00,mysql-core-01,crm_rw,10.20.30.11,crm,update,report_daily,1115,230805,success,update on crm.report_daily
mysql-20260706-032263,2026-07-02T00:08:13+08:00,mysql-core-01,report_user,10.20.30.11,crm,insert,user_profile,997,281154,success,insert on crm.user_profile
mysql-20260706-000690,2026-07-02T00:08:32+08:00,mysql-core-01,report_user,10.20.30.31,crm,insert,invoice,1820,505960,success,insert on crm.invoice
mysql-20260706-006248,2026-07-02T00:08:35+08:00,mysql-core-01,admin.li,10.20.10.21,crm,select,orders,3209,215003,success,select on crm.orders
mysql-20260706-028954,2026-07-02T00:08:37+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,show,invoice,1078,362208,success,show on crm.invoice
mysql-20260706-005863,2026-07-02T00:08:44+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,config,1952,136640,success,select on crm.config
mysql-20260706-031709,2026-07-02T00:08:45+08:00,mysql-core-01,crm_ro,10.20.30.11,crm,update,invoice,2672,1066128,success,update on crm.invoice
mysql-20260706-011214,2026-07-02T00:08:48+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,customer,972,170100,success,select on crm.customer
mysql-20260706-020853,2026-07-02T00:08:54+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,insert,config,1289,143079,success,insert on crm.config
mysql-20260706-013765,2026-07-02T00:08:55+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,select,config,474,26544,success,select on crm.config
mysql-20260706-022603,2026-07-02T00:08:58+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,select,orders,1019,68273,success,select on crm.orders
mysql-20260706-031992,2026-07-02T00:09:02+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,user_profile,2994,83832,success,select on crm.user_profile
mysql-20260706-022014,2026-07-02T00:09:13+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,update,report_daily,2660,417620,success,update on crm.report_daily
mysql-20260706-031376,2026-07-02T00:09:14+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,show,config,1888,785408,success,show on crm.config
mysql-20260706-008217,2026-07-02T00:09:20+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,show,customer,4101,86121,success,show on crm.customer
mysql-20260706-024780,2026-07-02T00:09:33+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,select,customer,2577,621057,success,select on crm.customer
mysql-20260706-030053,2026-07-02T00:09:42+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,select,invoice,2903,647369,success,select on crm.invoice
mysql-20260706-007271,2026-07-02T00:09:43+08:00,mysql-core-01,report_user,10.20.30.11,crm,select,user_profile,2484,519156,success,select on crm.user_profile
mysql-20260706-015436,2026-07-02T00:10:24+08:00,mysql-core-01,admin.li,10.20.30.31,crm,select,config,576,285120,success,select on crm.config
mysql-20260706-010819,2026-07-02T00:10:34+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,select,config,4456,1225400,success,select on crm.config
mysql-20260706-004462,2026-07-02T00:10:53+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,insert,user_profile,3486,1680252,success,insert on crm.user_profile
mysql-20260706-017711,2026-07-02T00:10:56+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,insert,report_daily,1580,61620,success,insert on crm.report_daily
mysql-20260706-021116,2026-07-02T00:10:56+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,select,customer,1845,36900,success,select on crm.customer
mysql-20260706-015983,2026-07-02T00:11:07+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,show,report_daily,558,248868,success,show on crm.report_daily
mysql-20260706-027843,2026-07-02T00:11:25+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,orders,1599,161499,success,update on crm.orders
mysql-20260706-034889,2026-07-02T00:11:25+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,select,orders,2506,1007412,success,select on crm.orders
mysql-20260706-026492,2026-07-02T00:11:49+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,insert,user_profile,353,70953,success,insert on crm.user_profile
mysql-20260706-001136,2026-07-02T00:11:52+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,invoice,4762,819064,success,select on crm.invoice
mysql-20260706-027928,2026-07-02T00:12:09+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,insert,invoice,1178,405232,success,insert on crm.invoice
mysql-20260706-027614,2026-07-02T00:12:33+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,update,config,4149,1161720,success,update on crm.config
mysql-20260706-009823,2026-07-02T00:12:42+08:00,mysql-core-01,report_user,10.20.10.21,crm,insert,orders,1725,610650,success,insert on crm.orders
mysql-20260706-007218,2026-07-02T00:12:49+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,select,user_profile,864,277344,success,select on crm.user_profile
mysql-20260706-009296,2026-07-02T00:13:06+08:00,mysql-core-01,admin.li,10.20.20.33,crm,show,invoice,935,247775,success,show on crm.invoice
mysql-20260706-033787,2026-07-02T00:13:10+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,config,4565,2214025,success,select on crm.config
mysql-20260706-003373,2026-07-02T00:13:15+08:00,mysql-core-01,admin.li,10.20.30.11,crm,select,user_profile,4775,697150,success,select on crm.user_profile
mysql-20260706-021797,2026-07-02T00:13:23+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,invoice,4034,855208,success,select on crm.invoice
mysql-20260706-007041,2026-07-02T00:13:57+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,select,user_profile,406,164430,success,select on crm.user_profile
mysql-20260706-011350,2026-07-02T00:14:04+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,update,customer,1953,675738,success,update on crm.customer
mysql-20260706-008209,2026-07-02T00:14:12+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,insert,customer,1301,290123,success,insert on crm.customer
mysql-20260706-021357,2026-07-02T00:14:12+08:00,mysql-core-01,admin.li,10.20.30.31,crm,show,user_profile,1483,447866,success,show on crm.user_profile
mysql-20260706-000962,2026-07-02T00:14:13+08:00,mysql-core-01,report_user,10.20.10.21,crm,update,user_profile,867,67626,success,update on crm.user_profile
mysql-20260706-029115,2026-07-02T00:14:16+08:00,mysql-core-01,report_user,10.20.10.21,crm,insert,config,1864,626304,success,insert on crm.config
mysql-20260706-000556,2026-07-02T00:14:25+08:00,mysql-core-01,crm_ro,10.20.30.11,crm,select,user_profile,3129,484995,success,select on crm.user_profile
mysql-20260706-005795,2026-07-02T00:14:39+08:00,mysql-core-01,report_user,10.20.20.33,crm,update,report_daily,1600,489600,success,update on crm.report_daily
mysql-20260706-008879,2026-07-02T00:14:41+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,update,invoice,897,64584,success,update on crm.invoice
mysql-20260706-000064,2026-07-02T00:14:46+08:00,mysql-core-01,admin.li,10.20.30.31,crm,show,user_profile,4965,2368305,success,show on crm.user_profile
mysql-20260706-021686,2026-07-02T00:15:00+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,insert,orders,2541,307461,success,insert on crm.orders
mysql-20260706-001123,2026-07-02T00:15:05+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,config,178,8366,success,select on crm.config
mysql-20260706-029143,2026-07-02T00:15:26+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,customer,635,114935,success,select on crm.customer
mysql-20260706-017161,2026-07-02T00:15:31+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,select,invoice,4215,1622775,success,select on crm.invoice
mysql-20260706-021948,2026-07-02T00:15:31+08:00,mysql-core-01,admin.li,10.20.30.11,crm,insert,invoice,3312,490176,success,insert on crm.invoice
mysql-20260706-011678,2026-07-02T00:15:33+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,update,config,4763,1867096,success,update on crm.config
mysql-20260706-025883,2026-07-02T00:15:47+08:00,mysql-core-01,report_user,10.20.20.33,crm,show,report_daily,205,92045,success,show on crm.report_daily
mysql-20260706-006249,2026-07-02T00:15:53+08:00,mysql-core-01,report_user,10.20.20.33,crm,select,config,1735,310565,success,select on crm.config
mysql-20260706-012715,2026-07-02T00:15:54+08:00,mysql-core-01,report_user,10.20.30.31,crm,show,invoice,3768,1793568,success,show on crm.invoice
mysql-20260706-019207,2026-07-02T00:16:02+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,show,invoice,4584,252120,success,show on crm.invoice
mysql-20260706-021856,2026-07-02T00:16:04+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,insert,user_profile,4918,599996,success,insert on crm.user_profile
mysql-20260706-007835,2026-07-02T00:16:09+08:00,mysql-core-01,crm_ro,10.20.20.33,crm,select,report_daily,3350,1202650,success,select on crm.report_daily
mysql-20260706-014092,2026-07-02T00:17:10+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,config,2483,402246,success,select on crm.config
mysql-20260706-024811,2026-07-02T00:17:16+08:00,mysql-core-01,bi_sync,10.20.30.11,crm,select,report_daily,2196,559980,success,select on crm.report_daily
mysql-20260706-029455,2026-07-02T00:17:16+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,customer,4815,1511910,success,select on crm.customer
mysql-20260706-003490,2026-07-02T00:17:29+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,orders,4879,2312646,success,update on crm.orders
mysql-20260706-005158,2026-07-02T00:18:28+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,update,customer,2500,1140000,success,update on crm.customer
mysql-20260706-014517,2026-07-02T00:19:11+08:00,mysql-core-01,admin.li,10.20.10.21,crm,insert,orders,3816,1560744,success,insert on crm.orders
mysql-20260706-029694,2026-07-02T00:19:21+08:00,mysql-core-01,report_user,10.20.30.11,crm,select,customer,4492,2165144,success,select on crm.customer
mysql-20260706-034823,2026-07-02T00:19:29+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,user_profile,3498,584166,success,update on crm.user_profile
mysql-20260706-010750,2026-07-02T00:19:37+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,select,report_daily,1423,378518,success,select on crm.report_daily
mysql-20260706-003033,2026-07-02T00:19:47+08:00,mysql-core-01,admin.li,10.20.20.33,crm,insert,customer,3773,1290366,success,insert on crm.customer
mysql-20260706-003029,2026-07-02T00:19:49+08:00,mysql-core-01,report_user,10.20.30.11,crm,select,config,3598,97146,success,select on crm.config
mysql-20260706-021893,2026-07-02T00:19:51+08:00,mysql-core-01,report_user,10.20.30.31,crm,show,user_profile,4539,649077,success,show on crm.user_profile
mysql-20260706-006924,2026-07-02T00:20:00+08:00,mysql-core-01,admin.li,10.20.30.31,crm,update,invoice,4348,1108740,success,update on crm.invoice
mysql-20260706-027586,2026-07-02T00:20:14+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,invoice,2185,1066280,success,update on crm.invoice
mysql-20260706-018445,2026-07-02T00:20:18+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,config,479,221298,success,select on crm.config
mysql-20260706-017562,2026-07-02T00:20:54+08:00,mysql-core-01,report_user,10.20.30.31,crm,show,config,1651,133731,success,show on crm.config
mysql-20260706-017376,2026-07-02T00:22:06+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,show,invoice,1828,173660,success,show on crm.invoice
mysql-20260706-008939,2026-07-02T00:22:28+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,show,invoice,4896,1889856,success,show on crm.invoice
mysql-20260706-034825,2026-07-02T00:22:42+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,orders,1922,959078,success,select on crm.orders
mysql-20260706-033903,2026-07-02T00:22:46+08:00,mysql-core-01,bi_sync,10.20.30.31,crm,select,customer,2219,730051,success,select on crm.customer
mysql-20260706-017065,2026-07-02T00:23:12+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,orders,1171,251765,success,select on crm.orders
mysql-20260706-014966,2026-07-02T00:23:36+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,select,user_profile,470,60160,success,select on crm.user_profile
mysql-20260706-026814,2026-07-02T00:23:43+08:00,mysql-core-01,admin.li,10.20.10.21,crm,show,orders,529,203665,success,show on crm.orders
mysql-20260706-023973,2026-07-02T00:23:48+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,insert,orders,4895,1561505,success,insert on crm.orders
mysql-20260706-030768,2026-07-02T00:24:19+08:00,mysql-core-01,crm_rw,10.20.30.11,crm,show,customer,402,177684,success,show on crm.customer
mysql-20260706-025430,2026-07-02T00:24:24+08:00,mysql-core-01,crm_ro,10.20.10.21,crm,select,customer,4556,902088,success,select on crm.customer
mysql-20260706-020411,2026-07-02T00:24:32+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,invoice,665,164255,success,select on crm.invoice
mysql-20260706-013334,2026-07-02T00:24:33+08:00,mysql-core-01,admin.li,10.20.10.21,crm,show,customer,4994,1468236,success,show on crm.customer
mysql-20260706-019506,2026-07-02T00:25:01+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,customer,3036,777216,success,select on crm.customer
mysql-20260706-026546,2026-07-02T00:25:31+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,show,orders,2586,1230936,success,show on crm.orders
mysql-20260706-004130,2026-07-02T00:25:44+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,insert,user_profile,4550,527800,success,insert on crm.user_profile
mysql-20260706-026094,2026-07-02T00:25:46+08:00,mysql-core-01,report_user,10.20.30.31,crm,select,invoice,1841,738241,success,select on crm.invoice
mysql-20260706-035840,2026-07-02T00:26:04+08:00,mysql-core-01,admin.li,10.20.30.31,crm,show,orders,1943,359455,success,show on crm.orders
mysql-20260706-004000,2026-07-02T00:26:44+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,show,report_daily,1015,425285,success,show on crm.report_daily
mysql-20260706-034647,2026-07-02T00:26:55+08:00,mysql-core-01,report_user,10.20.30.31,crm,insert,config,3987,1582839,success,insert on crm.config
mysql-20260706-025929,2026-07-02T00:27:02+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,show,config,3418,1250988,success,show on crm.config
mysql-20260706-016981,2026-07-02T00:27:45+08:00,mysql-core-01,admin.li,10.20.30.11,crm,show,user_profile,4554,1643994,success,show on crm.user_profile
mysql-20260706-008144,2026-07-02T00:27:46+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,select,invoice,1576,304168,success,select on crm.invoice
mysql-20260706-016468,2026-07-02T00:27:50+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,customer,1126,283752,success,select on crm.customer
mysql-20260706-022466,2026-07-02T00:28:24+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,select,user_profile,1957,444239,success,select on crm.user_profile
mysql-20260706-034254,2026-07-02T00:28:43+08:00,mysql-core-01,report_user,10.20.30.11,crm,show,config,4425,1278825,success,show on crm.config
mysql-20260706-022510,2026-07-02T00:28:52+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,update,user_profile,2125,935000,success,update on crm.user_profile
mysql-20260706-006501,2026-07-02T00:29:08+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,show,config,4005,965205,success,show on crm.config
mysql-20260706-005556,2026-07-02T00:29:09+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,show,customer,1741,282042,success,show on crm.customer
mysql-20260706-002991,2026-07-02T00:29:12+08:00,mysql-core-01,crm_rw,10.20.30.31,crm,select,orders,4867,1109676,success,select on crm.orders
mysql-20260706-023682,2026-07-02T00:29:13+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,show,orders,3483,1553418,success,show on crm.orders
mysql-20260706-028798,2026-07-02T00:29:18+08:00,mysql-core-01,bi_sync,10.20.20.33,crm,select,report_daily,3365,306215,success,select on crm.report_daily
mysql-20260706-013030,2026-07-02T00:29:30+08:00,mysql-core-01,admin.li,10.20.10.21,crm,select,invoice,1113,93492,success,select on crm.invoice
mysql-20260706-023900,2026-07-02T00:29:31+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,select,config,3259,1479586,success,select on crm.config
mysql-20260706-023288,2026-07-02T00:29:49+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,customer,1623,632970,success,select on crm.customer
mysql-20260706-024149,2026-07-02T00:29:49+08:00,mysql-core-01,admin.li,10.20.30.31,crm,select,orders,1518,387090,success,select on crm.orders
mysql-20260706-004701,2026-07-02T00:30:22+08:00,mysql-core-01,crm_ro,10.20.30.11,crm,select,invoice,2544,781008,success,select on crm.invoice
mysql-20260706-019957,2026-07-02T00:30:50+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,select,user_profile,3791,815065,success,select on crm.user_profile
mysql-20260706-026063,2026-07-02T00:30:54+08:00,mysql-core-01,admin.li,10.20.30.31,crm,select,invoice,3139,740804,success,select on crm.invoice
mysql-20260706-025772,2026-07-02T00:30:56+08:00,mysql-core-01,crm_ro,10.20.30.11,crm,show,invoice,3754,611902,success,show on crm.invoice
mysql-20260706-005853,2026-07-02T00:31:31+08:00,mysql-core-01,report_user,10.20.30.11,crm,show,config,1832,133736,success,show on crm.config
mysql-20260706-017826,2026-07-02T00:31:50+08:00,mysql-core-01,admin.li,10.20.30.11,crm,select,customer,1802,551412,success,select on crm.customer
mysql-20260706-033239,2026-07-02T00:31:57+08:00,mysql-core-01,admin.li,10.20.20.33,crm,select,invoice,3359,1142060,success,select on crm.invoice
mysql-20260706-032833,2026-07-02T00:32:08+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,select,user_profile,2615,949245,success,select on crm.user_profile
mysql-20260706-030078,2026-07-02T00:32:14+08:00,mysql-core-01,admin.li,10.20.30.31,crm,update,invoice,4903,1691535,success,update on crm.invoice
mysql-20260706-006538,2026-07-02T00:32:20+08:00,mysql-core-01,report_user,10.20.30.31,crm,select,invoice,2216,1043736,success,select on crm.invoice
mysql-20260706-026633,2026-07-02T00:32:20+08:00,mysql-core-01,report_user,10.20.10.21,crm,insert,user_profile,2262,74646,success,insert on crm.user_profile
mysql-20260706-020464,2026-07-02T00:32:38+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,customer,3101,381423,success,select on crm.customer
mysql-20260706-027686,2026-07-02T00:32:39+08:00,mysql-core-01,report_user,10.20.10.21,crm,update,config,2207,995357,success,update on crm.config
mysql-20260706-026519,2026-07-02T00:32:40+08:00,mysql-core-01,report_user,10.20.20.33,crm,insert,config,361,121296,success,insert on crm.config
mysql-20260706-026603,2026-07-02T00:32:40+08:00,mysql-core-01,bi_sync,10.20.10.21,crm,insert,orders,4238,169520,success,insert on crm.orders
mysql-20260706-001424,2026-07-02T00:32:42+08:00,mysql-core-01,crm_ro,10.20.30.11,crm,select,orders,6,1074,success,select on crm.orders
mysql-20260706-012596,2026-07-02T00:33:21+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,update,user_profile,2344,632880,success,update on crm.user_profile
mysql-20260706-015918,2026-07-02T00:33:23+08:00,mysql-core-01,admin.li,10.20.30.11,crm,insert,orders,348,49068,success,insert on crm.orders
mysql-20260706-029233,2026-07-02T00:33:28+08:00,mysql-core-01,report_user,10.20.30.11,crm,insert,report_daily,339,109836,success,insert on crm.report_daily
mysql-20260706-010948,2026-07-02T00:33:40+08:00,mysql-core-01,admin.li,10.20.10.21,crm,select,report_daily,3299,676295,success,select on crm.report_daily
mysql-20260706-015071,2026-07-02T00:33:40+08:00,mysql-core-01,report_user,10.20.30.31,crm,update,orders,2177,707525,success,update on crm.orders
mysql-20260706-016749,2026-07-02T00:33:58+08:00,mysql-core-01,report_user,10.20.30.31,crm,select,config,1822,511982,success,select on crm.config
mysql-20260706-006319,2026-07-02T00:34:03+08:00,mysql-core-01,crm_ro,10.20.30.31,crm,select,config,1288,385112,success,select on crm.config
mysql-20260706-000514,2026-07-02T00:34:08+08:00,mysql-core-01,crm_rw,10.20.20.33,crm,show,orders,2139,575391,success,show on crm.orders
mysql-20260706-023782,2026-07-02T00:34:21+08:00,mysql-core-01,report_user,10.20.20.33,crm,select,customer,2203,793080,success,select on crm.customer
mysql-20260706-003439,2026-07-02T00:34:23+08:00,mysql-core-01,admin.li,10.20.20.33,crm,update,report_daily,3074,276660,success,update on crm.report_daily
mysql-20260706-000320,2026-07-02T00:34:30+08:00,mysql-core-01,admin.li,10.20.30.31,crm,select,report_daily,4710,2030010,success,select on crm.report_daily
mysql-20260706-008246,2026-07-02T00:34:40+08:00,mysql-core-01,report_user,10.20.20.33,crm,select,invoice,4830,1603560,success,select on crm.invoice
mysql-20260706-035834,2026-07-02T00:35:23+08:00,mysql-core-01,report_user,10.20.10.21,crm,select,invoice,3466,1327478,success,select on crm.invoice
mysql-20260706-016057,2026-07-02T00:35:50+08:00,mysql-core-01,admin.li,10.20.10.21,crm,select,orders,1936,635008,success,select on crm.orders
mysql-20260706-021495,2026-07-02T00:36:00+08:00,mysql-core-01,crm_rw,10.20.10.21,crm,select,report_daily,3720,386880,success,select on crm.report_daily
