event_id,timestamp,db_host,db_user,src_ip,database,query_type,object,rows,bytes,result,raw
pgsql-20260706-013531,2026-07-02T00:07:44+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,select,config,369,170478,success,select on bi.config
pgsql-20260706-014185,2026-07-02T00:07:53+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,select,invoice,4125,247500,success,select on bi.invoice
pgsql-20260706-023389,2026-07-02T00:08:04+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,select,customer,773,234219,success,select on bi.customer
pgsql-20260706-001487,2026-07-02T00:08:13+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,show,report_daily,1136,558912,success,show on bi.report_daily
pgsql-20260706-005897,2026-07-02T00:08:24+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,show,customer,3338,700980,success,show on bi.customer
pgsql-20260706-003878,2026-07-02T00:08:52+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,select,report_daily,1841,517321,success,select on bi.report_daily
pgsql-20260706-022281,2026-07-02T00:09:08+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,select,report_daily,4458,1979352,success,select on bi.report_daily
pgsql-20260706-024028,2026-07-02T00:09:17+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,update,user_profile,3501,1337382,success,update on bi.user_profile
pgsql-20260706-009533,2026-07-02T00:09:24+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,update,config,1029,138915,success,update on bi.config
pgsql-20260706-021019,2026-07-02T00:09:30+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,select,report_daily,4084,1445736,success,select on bi.report_daily
pgsql-20260706-000459,2026-07-02T00:09:33+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,select,config,630,282240,success,select on bi.config
pgsql-20260706-010587,2026-07-02T00:10:13+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,select,config,1901,157783,success,select on bi.config
pgsql-20260706-025364,2026-07-02T00:10:14+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,select,user_profile,2875,779125,success,select on bi.user_profile
pgsql-20260706-006745,2026-07-02T00:10:23+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,update,report_daily,1639,352385,success,update on bi.report_daily
pgsql-20260706-019336,2026-07-02T00:10:23+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,show,user_profile,290,36830,success,show on bi.user_profile
pgsql-20260706-024087,2026-07-02T00:10:48+08:00,pgsql-bi-01,admin.li,10.20.20.33,bi,update,orders,4182,1442790,success,update on bi.orders
pgsql-20260706-013491,2026-07-02T00:10:57+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,customer,1422,558846,success,select on bi.customer
pgsql-20260706-016879,2026-07-02T00:11:00+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,select,report_daily,2771,1302370,success,select on bi.report_daily
pgsql-20260706-001341,2026-07-02T00:11:15+08:00,pgsql-bi-01,crm_ro,10.20.20.33,bi,select,user_profile,3682,1524348,success,select on bi.user_profile
pgsql-20260706-010421,2026-07-02T00:11:20+08:00,pgsql-bi-01,admin.li,10.20.20.33,bi,insert,report_daily,4805,1710580,success,insert on bi.report_daily
pgsql-20260706-005579,2026-07-02T00:11:46+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,select,config,3862,1502318,success,select on bi.config
pgsql-20260706-003123,2026-07-02T00:11:51+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,show,customer,3878,422702,success,show on bi.customer
pgsql-20260706-006881,2026-07-02T00:12:03+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,select,report_daily,4522,1569134,success,select on bi.report_daily
pgsql-20260706-022611,2026-07-02T00:12:28+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,update,invoice,4130,1028370,success,update on bi.invoice
pgsql-20260706-022944,2026-07-02T00:12:29+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,select,config,3395,794430,success,select on bi.config
pgsql-20260706-000495,2026-07-02T00:12:43+08:00,pgsql-bi-01,crm_ro,10.20.20.33,bi,select,customer,2538,860382,success,select on bi.customer
pgsql-20260706-022831,2026-07-02T00:12:47+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,select,orders,4073,419519,success,select on bi.orders
pgsql-20260706-008284,2026-07-02T00:12:57+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,update,user_profile,4545,1431675,success,update on bi.user_profile
pgsql-20260706-016250,2026-07-02T00:13:00+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,update,user_profile,3668,429156,success,update on bi.user_profile
pgsql-20260706-014376,2026-07-02T00:13:17+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,update,config,4898,2218794,success,update on bi.config
pgsql-20260706-024802,2026-07-02T00:13:18+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,update,invoice,192,71808,success,update on bi.invoice
pgsql-20260706-020568,2026-07-02T00:13:21+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,update,report_daily,3898,487250,success,update on bi.report_daily
pgsql-20260706-016761,2026-07-02T00:13:25+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,insert,config,2732,601040,success,insert on bi.config
pgsql-20260706-027915,2026-07-02T00:13:49+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,select,orders,4388,381756,success,select on bi.orders
pgsql-20260706-027780,2026-07-02T00:13:57+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,insert,invoice,4849,1071629,success,insert on bi.invoice
pgsql-20260706-015871,2026-07-02T00:14:08+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,insert,user_profile,2678,457938,success,insert on bi.user_profile
pgsql-20260706-012567,2026-07-02T00:14:42+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,update,customer,848,95824,success,update on bi.customer
pgsql-20260706-007783,2026-07-02T00:14:46+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,show,orders,676,62868,success,show on bi.orders
pgsql-20260706-010335,2026-07-02T00:15:15+08:00,pgsql-bi-01,admin.li,10.20.20.33,bi,select,user_profile,1026,268812,success,select on bi.user_profile
pgsql-20260706-009501,2026-07-02T00:15:24+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,select,config,2265,233295,success,select on bi.config
pgsql-20260706-007193,2026-07-02T00:15:35+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,insert,report_daily,113,20340,success,insert on bi.report_daily
pgsql-20260706-005497,2026-07-02T00:15:41+08:00,pgsql-bi-01,crm_ro,10.20.20.33,bi,update,orders,1412,382652,success,update on bi.orders
pgsql-20260706-007362,2026-07-02T00:15:48+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,select,invoice,4717,1141514,success,select on bi.invoice
pgsql-20260706-018469,2026-07-02T00:16:07+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,select,report_daily,3943,1553542,success,select on bi.report_daily
pgsql-20260706-019783,2026-07-02T00:16:08+08:00,pgsql-bi-01,report_user,10.20.30.31,bi,select,customer,4678,1160144,success,select on bi.customer
pgsql-20260706-022016,2026-07-02T00:16:30+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,select,report_daily,1805,384465,success,select on bi.report_daily
pgsql-20260706-005289,2026-07-02T00:16:55+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,select,orders,1650,473550,success,select on bi.orders
pgsql-20260706-024954,2026-07-02T00:16:59+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,show,customer,2693,269300,success,show on bi.customer
pgsql-20260706-010418,2026-07-02T00:17:18+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,insert,report_daily,2910,564540,success,insert on bi.report_daily
pgsql-20260706-015342,2026-07-02T00:17:28+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,show,report_daily,2329,642804,success,show on bi.report_daily
pgsql-20260706-026240,2026-07-02T00:17:30+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,show,config,4855,286445,success,show on bi.config
pgsql-20260706-005886,2026-07-02T00:17:54+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,select,customer,811,402256,success,select on bi.customer
pgsql-20260706-020966,2026-07-02T00:18:00+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,update,user_profile,2358,330120,success,update on bi.user_profile
pgsql-20260706-020084,2026-07-02T00:18:31+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,show,report_daily,1771,451605,success,show on bi.report_daily
pgsql-20260706-009822,2026-07-02T00:18:42+08:00,pgsql-bi-01,report_user,10.20.30.31,bi,select,user_profile,2935,548845,success,select on bi.user_profile
pgsql-20260706-002551,2026-07-02T00:19:12+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,update,user_profile,518,73038,success,update on bi.user_profile
pgsql-20260706-019234,2026-07-02T00:19:32+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,show,report_daily,1238,501390,success,show on bi.report_daily
pgsql-20260706-008146,2026-07-02T00:19:47+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,insert,user_profile,2096,526096,success,insert on bi.user_profile
pgsql-20260706-011197,2026-07-02T00:20:16+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,orders,596,75692,success,select on bi.orders
pgsql-20260706-018965,2026-07-02T00:20:32+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,show,orders,459,72981,success,show on bi.orders
pgsql-20260706-022465,2026-07-02T00:20:57+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,show,customer,1472,222272,success,show on bi.customer
pgsql-20260706-021777,2026-07-02T00:21:01+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,select,orders,2229,898287,success,select on bi.orders
pgsql-20260706-017960,2026-07-02T00:21:07+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,update,report_daily,2350,486450,success,update on bi.report_daily
pgsql-20260706-002789,2026-07-02T00:21:27+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,show,customer,2767,1001654,success,show on bi.customer
pgsql-20260706-003500,2026-07-02T00:21:36+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,update,report_daily,3183,1301847,success,update on bi.report_daily
pgsql-20260706-016297,2026-07-02T00:21:36+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,insert,customer,2148,182580,success,insert on bi.customer
pgsql-20260706-000910,2026-07-02T00:21:44+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,update,config,2229,122595,success,update on bi.config
pgsql-20260706-001540,2026-07-02T00:21:49+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,select,report_daily,2527,1025962,success,select on bi.report_daily
pgsql-20260706-017082,2026-07-02T00:21:57+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,select,report_daily,2609,579198,success,select on bi.report_daily
pgsql-20260706-013140,2026-07-02T00:22:00+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,update,user_profile,2958,902190,success,update on bi.user_profile
pgsql-20260706-000593,2026-07-02T00:22:10+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,select,orders,1236,49440,success,select on bi.orders
pgsql-20260706-004603,2026-07-02T00:22:22+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,insert,orders,539,238238,success,insert on bi.orders
pgsql-20260706-021434,2026-07-02T00:22:27+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,select,user_profile,1746,745542,success,select on bi.user_profile
pgsql-20260706-022457,2026-07-02T00:22:46+08:00,pgsql-bi-01,crm_ro,10.20.20.33,bi,update,invoice,3953,1134511,success,update on bi.invoice
pgsql-20260706-025452,2026-07-02T00:22:57+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,select,orders,3083,869406,success,select on bi.orders
pgsql-20260706-018818,2026-07-02T00:23:11+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,select,config,2478,862344,success,select on bi.config
pgsql-20260706-012874,2026-07-02T00:23:16+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,show,orders,816,115872,success,show on bi.orders
pgsql-20260706-008142,2026-07-02T00:23:34+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,select,user_profile,4705,2230170,success,select on bi.user_profile
pgsql-20260706-012146,2026-07-02T00:23:36+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,select,customer,4109,1795633,success,select on bi.customer
pgsql-20260706-025728,2026-07-02T00:23:47+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,update,config,2214,513648,success,update on bi.config
pgsql-20260706-008911,2026-07-02T00:23:51+08:00,pgsql-bi-01,report_user,10.20.30.31,bi,insert,invoice,4479,824136,success,insert on bi.invoice
pgsql-20260706-021516,2026-07-02T00:23:59+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,update,customer,2855,545305,success,update on bi.customer
pgsql-20260706-024072,2026-07-02T00:24:14+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,show,user_profile,1153,364348,success,show on bi.user_profile
pgsql-20260706-006280,2026-07-02T00:24:17+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,select,orders,127,41656,success,select on bi.orders
pgsql-20260706-026116,2026-07-02T00:24:17+08:00,pgsql-bi-01,admin.li,10.20.20.33,bi,update,report_daily,3136,815360,success,update on bi.report_daily
pgsql-20260706-007625,2026-07-02T00:24:25+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,update,user_profile,3173,1285065,success,update on bi.user_profile
pgsql-20260706-024231,2026-07-02T00:24:50+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,select,customer,2958,133110,success,select on bi.customer
pgsql-20260706-027757,2026-07-02T00:24:59+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,select,report_daily,219,104463,success,select on bi.report_daily
pgsql-20260706-004337,2026-07-02T00:25:03+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,update,invoice,2794,1125982,success,update on bi.invoice
pgsql-20260706-009925,2026-07-02T00:25:17+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,show,orders,2215,174985,success,show on bi.orders
pgsql-20260706-027296,2026-07-02T00:25:21+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,show,invoice,1522,275482,success,show on bi.invoice
pgsql-20260706-000664,2026-07-02T00:25:44+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,insert,config,2121,417837,success,insert on bi.config
pgsql-20260706-007179,2026-07-02T00:25:56+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,select,orders,2777,241599,success,select on bi.orders
pgsql-20260706-002343,2026-07-02T00:26:01+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,update,report_daily,4562,1236302,success,update on bi.report_daily
pgsql-20260706-015718,2026-07-02T00:26:11+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,show,orders,2331,1139859,success,show on bi.orders
pgsql-20260706-009798,2026-07-02T00:26:15+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,select,invoice,4796,1856052,success,select on bi.invoice
pgsql-20260706-016728,2026-07-02T00:26:43+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,show,report_daily,580,256940,success,show on bi.report_daily
pgsql-20260706-001535,2026-07-02T00:26:49+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,select,invoice,3114,594774,success,select on bi.invoice
pgsql-20260706-012235,2026-07-02T00:27:00+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,show,config,3699,1342737,success,show on bi.config
pgsql-20260706-009618,2026-07-02T00:27:03+08:00,pgsql-bi-01,crm_ro,10.20.30.11,bi,select,customer,1778,748538,success,select on bi.customer
pgsql-20260706-001946,2026-07-02T00:27:14+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,select,customer,2892,344148,success,select on bi.customer
pgsql-20260706-009644,2026-07-02T00:28:02+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,select,orders,2055,152070,success,select on bi.orders
pgsql-20260706-023293,2026-07-02T00:28:05+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,show,user_profile,4,1900,success,show on bi.user_profile
pgsql-20260706-026673,2026-07-02T00:28:09+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,select,report_daily,4661,605930,success,select on bi.report_daily
pgsql-20260706-009948,2026-07-02T00:28:25+08:00,pgsql-bi-01,report_user,10.20.20.33,bi,select,invoice,2128,819280,success,select on bi.invoice
pgsql-20260706-013635,2026-07-02T00:28:30+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,report_daily,1178,414656,success,select on bi.report_daily
pgsql-20260706-021606,2026-07-02T00:29:02+08:00,pgsql-bi-01,crm_ro,10.20.20.33,bi,select,customer,1671,688452,success,select on bi.customer
pgsql-20260706-004925,2026-07-02T00:29:17+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,insert,invoice,4272,1550736,success,insert on bi.invoice
pgsql-20260706-024571,2026-07-02T00:29:26+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,insert,user_profile,2671,104169,success,insert on bi.user_profile
pgsql-20260706-010009,2026-07-02T00:29:31+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,select,orders,126,58338,success,select on bi.orders
pgsql-20260706-019247,2026-07-02T00:29:49+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,update,orders,1174,159664,success,update on bi.orders
pgsql-20260706-025416,2026-07-02T00:29:51+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,select,orders,723,62178,success,select on bi.orders
pgsql-20260706-014491,2026-07-02T00:30:10+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,select,config,2882,118162,success,select on bi.config
pgsql-20260706-012183,2026-07-02T00:31:11+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,show,customer,1283,514483,success,show on bi.customer
pgsql-20260706-016228,2026-07-02T00:31:20+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,insert,customer,1170,37440,success,insert on bi.customer
pgsql-20260706-006256,2026-07-02T00:31:43+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,select,customer,4582,957638,success,select on bi.customer
pgsql-20260706-002446,2026-07-02T00:31:44+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,update,config,901,110823,success,update on bi.config
pgsql-20260706-014202,2026-07-02T00:31:55+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,insert,user_profile,246,63222,success,insert on bi.user_profile
pgsql-20260706-023920,2026-07-02T00:32:32+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,update,orders,2143,137152,success,update on bi.orders
pgsql-20260706-003726,2026-07-02T00:32:52+08:00,pgsql-bi-01,admin.li,10.20.20.33,bi,show,customer,4506,1716786,success,show on bi.customer
pgsql-20260706-021755,2026-07-02T00:33:03+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,update,orders,3992,1500992,success,update on bi.orders
pgsql-20260706-012345,2026-07-02T00:33:25+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,show,invoice,411,141384,success,show on bi.invoice
pgsql-20260706-020558,2026-07-02T00:33:30+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,select,user_profile,888,105672,success,select on bi.user_profile
pgsql-20260706-014906,2026-07-02T00:33:32+08:00,pgsql-bi-01,report_user,10.20.30.31,bi,update,config,1941,918093,success,update on bi.config
pgsql-20260706-009783,2026-07-02T00:33:38+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,select,user_profile,3754,240256,success,select on bi.user_profile
pgsql-20260706-011091,2026-07-02T00:33:49+08:00,pgsql-bi-01,admin.li,10.20.10.21,bi,select,orders,3941,1426642,success,select on bi.orders
pgsql-20260706-005642,2026-07-02T00:33:52+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,update,orders,4270,657580,success,update on bi.orders
pgsql-20260706-019885,2026-07-02T00:34:18+08:00,pgsql-bi-01,crm_rw,10.20.30.11,bi,select,user_profile,4559,1951252,success,select on bi.user_profile
pgsql-20260706-012705,2026-07-02T00:34:23+08:00,pgsql-bi-01,report_user,10.20.10.21,bi,select,customer,4608,1723392,success,select on bi.customer
pgsql-20260706-024933,2026-07-02T00:34:26+08:00,pgsql-bi-01,bi_sync,10.20.30.11,bi,insert,user_profile,2128,246848,success,insert on bi.user_profile
pgsql-20260706-012970,2026-07-02T00:34:48+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,show,customer,2715,562005,success,show on bi.customer
pgsql-20260706-000159,2026-07-02T00:34:53+08:00,pgsql-bi-01,admin.li,10.20.30.31,bi,select,customer,2018,157404,success,select on bi.customer
pgsql-20260706-021998,2026-07-02T00:34:53+08:00,pgsql-bi-01,crm_rw,10.20.20.33,bi,insert,config,1047,184272,success,insert on bi.config
pgsql-20260706-004197,2026-07-02T00:34:57+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,insert,config,2424,981720,success,insert on bi.config
pgsql-20260706-006405,2026-07-02T00:35:34+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,select,user_profile,3014,271260,success,select on bi.user_profile
pgsql-20260706-016450,2026-07-02T00:35:37+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,update,report_daily,4288,1505088,success,update on bi.report_daily
pgsql-20260706-021351,2026-07-02T00:35:57+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,insert,orders,4882,1689172,success,insert on bi.orders
pgsql-20260706-025011,2026-07-02T00:36:10+08:00,pgsql-bi-01,admin.li,10.20.30.11,bi,select,config,264,54384,success,select on bi.config
pgsql-20260706-012903,2026-07-02T00:36:15+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,config,3079,865199,success,select on bi.config
pgsql-20260706-001934,2026-07-02T00:36:49+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,customer,1511,669373,success,select on bi.customer
pgsql-20260706-016750,2026-07-02T00:36:56+08:00,pgsql-bi-01,bi_sync,10.20.10.21,bi,update,report_daily,2782,317148,success,update on bi.report_daily
pgsql-20260706-017442,2026-07-02T00:36:59+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,update,config,599,69484,success,update on bi.config
pgsql-20260706-018619,2026-07-02T00:37:09+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,select,orders,2411,301375,success,select on bi.orders
pgsql-20260706-004462,2026-07-02T00:37:34+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,update,orders,1597,269893,success,update on bi.orders
pgsql-20260706-012150,2026-07-02T00:38:50+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,insert,user_profile,1492,187992,success,insert on bi.user_profile
pgsql-20260706-015173,2026-07-02T00:38:50+08:00,pgsql-bi-01,bi_sync,10.20.30.31,bi,select,config,196,62328,success,select on bi.config
pgsql-20260706-023770,2026-07-02T00:38:52+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,select,config,1402,305636,success,select on bi.config
pgsql-20260706-026860,2026-07-02T00:39:54+08:00,pgsql-bi-01,crm_rw,10.20.30.31,bi,select,customer,3484,1177592,success,select on bi.customer
pgsql-20260706-021290,2026-07-02T00:39:57+08:00,pgsql-bi-01,report_user,10.20.30.11,bi,show,customer,3773,716870,success,show on bi.customer
pgsql-20260706-022014,2026-07-02T00:40:05+08:00,pgsql-bi-01,crm_ro,10.20.10.21,bi,show,orders,713,161138,success,show on bi.orders
pgsql-20260706-006181,2026-07-02T00:40:06+08:00,pgsql-bi-01,crm_rw,10.20.10.21,bi,select,config,853,417117,success,select on bi.config
pgsql-20260706-022090,2026-07-02T00:40:16+08:00,pgsql-bi-01,bi_sync,10.20.20.33,bi,select,config,862,326698,success,select on bi.config
pgsql-20260706-017591,2026-07-02T00:40:21+08:00,pgsql-bi-01,crm_ro,10.20.30.31,bi,select,report_daily,2722,998974,success,select on bi.report_daily
